confidenceScore,crawled,name,negativeScore,num,positiveScore,sentimentScore,spider
0.6066957279999999,2017-11-02 07:31:09.001854,武钢股份,0.4395001535,600005,0.4904998751000001,6,myStockSpider
0.5817853475247523,2017-11-02 07:31:42.676045,白云机场,0.46361352485148527,600004,0.4769805450495047,-6,myStockSpider
